Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Gatapishi,,6.1,16133,9001,507,TV,199,Finished Airing,"Apr 23, 1990 to Mar 29, 1991",Spring 1990,Unknown,TV Asahi,"None found, add some",Shin-Ei Animation,4-koma manga,"Comedy, Slice of Life",10 min. per ep.,PG - Children,0,,
Ginga Tetsudou 999: Niji no Michishirube,,6.1,13785,9002,955,Movie,1,Finished Airing,04-Jul-01,,,"Dentsu,       81 Produce,       Dentsu Tec","None found, add some",Toei Animation,Unknown,"Drama, Sci-Fi",17 min.,G - All Ages,0,Historical,
Gowapper 5 Gordam,Goliath the Super Fighter,6.1,12589,9003,1,TV,36,Finished Airing,"Apr 4, 1976 to Dec 29, 1976",Spring 1976,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,1,Mecha,
Greek Roman Sinhwa: Olympus Guardian,,6.1,12387,9004,1,TV,39,Finished Airing,"Dec 11, 2002 to Jul 31, 2003",Winter 2003,Unknown,"None found, add some","None found, add some","None found, add some",Other,"Adventure, Fantasy",25 min. per ep.,,3,Historical,
Guruguru Town Hanamaru-kun,,6.1,15707,9005,554,TV,101,Finished Airing,"Oct 3, 1999 to Sep 29, 2001",Fall 1999,Sundays at 09:30 (JST),"None found, add some","None found, add some",Pierrot,Original,Comedy,25 min. per ep.,G - All Ages,1,Anthropomorphic,Kids
Hajime Ningen Gyatoruz,,6.1,12786,9006,1,TV,77,Finished Airing,"Oct 5, 1974 to Mar 27, 1976",Fall 1974,Saturdays at 19:00 (JST),Asahi Broadcasting,"None found, add some",Tokyo Movie Shinsha,Manga,Comedy,24 min. per ep.,PG-13 - Teens 13 or older,3,Historical,
Hi☆sCoool! SeHa Girls Special,,6.1,13323,9007,1,Special,1,Finished Airing,03-Nov-16,,,Sega,"None found, add some",TMS Entertainment,Other,"Comedy, Sports",14 min.,PG-13 - Teens 13 or older,0,"School, Video Game",
Hijikata Toshizou: Shiro no Kiseki,,6.1,9706,9008,3,OVA,1,Finished Airing,12-Jan-04,,,"Imagica,       Beyond C.","None found, add some",Studio 4°C,Original,"Action, Drama",32 min.,PG-13 - Teens 13 or older,6,"Historical, Samurai",
Hime Gal♥Paradise,,6.1,11526,9009,1,OVA,9,Finished Airing,"Dec 28, 2010 to Apr 3, 2012",,,"None found, add some","None found, add some",SynergySP,Manga,,11 min. per ep.,PG - Children,7,Crossdressing,Shoujo
Itoshi no Muco OVA,Lovely Muuuuuuuco! OVA,6.1,16551,9010,464,OVA,1,Finished Airing,22-Apr-16,,,"None found, add some","None found, add some","None found, add some",Manga,"Comedy, Slice of Life",12 min.,G - All Ages,0,Pets,
Jantama Kan!!,Mahjong Soul Kan!!,6.1,11430,9011,1,ONA,13,Currently Airing,"Apr 25, 2024 to ?",,,Yostar,"None found, add some",Alke,Game,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,4,,
.hack//Gift,,6.09,4810,9012,20,OVA,1,Finished Airing,16-Nov-03,,,CyberConnect2,Bandai Entertainment,Bee Train,Original,"Comedy, Fantasy",26 min.,R+ - Mild Nudity,20,Video Game,
Asagiri no Miko,Shrine of the Morning Mist,6.09,6945,9013,8,TV,26,Finished Airing,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,Unknown,"Starchild Records,       TV Tokyo Music,       Shounen Gahousha","Media Blasters,       NYAV Post","Chaos Project,       GANSIS",Manga,"Action, Comedy, Fantasy",12 min. per ep.,PG - Children,4,Mythology,Seinen
Batsu & Terry,,6.09,13119,9014,1,Movie,1,Finished Airing,14-Mar-87,,,"None found, add some","None found, add some",Sunrise,Manga,"Comedy, Drama, Sports",1 hr. 20 min.,PG-13 - Teens 13 or older,0,"School, Team Sports",Shounen
Ben-To Picture Drama,,6.09,5918,9015,12,Special,6,Finished Airing,"Dec 21, 2011 to May 16, 2012",,,AT-X,"None found, add some",David Production,Light novel,Comedy,9 min. per ep.,PG-13 - Teens 13 or older,1,,
Bonjour♪Koiaji Pâtisserie,Bonjour♪Sweet Love Patisserie,6.09,2835,9016,60,ONA,24,Finished Airing,"Oct 10, 2014 to Mar 20, 2015",,,"VAP,       Nippon Television Network","None found, add some","SILVER LINK.,       Connect",Game,"Gourmet, Romance",5 min. per ep.,PG-13 - Teens 13 or older,99,"Reverse Harem, School",
Chocolate Underground,,6.09,5849,9017,12,ONA,13,Finished Airing,"Jun 12, 2008 to Sep 4, 2008",,,"Hexagon Pictures,       SME Records,       Muse International,       Watermark,       OCC,       Celsys,       Graduate School of Film Producing","None found, add some","Production I.G,       Trans Arts",Novel,"Adventure, Comedy",5 min. per ep.,PG - Children,12,,Kids
Doraemon: Nobita to Mirai Note,,6.09,12677,9018,1,OVA,1,Finished Airing,1994,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Fantasy, Sci-Fi",16 min.,PG - Children,0,,"KidsKids,         ShounenShounen"
"Genesis Climber Mospeada: Love, Live, Alive",,6.09,11452,9019,1,OVA,1,Finished Airing,01-Sep-85,,,Artmic,"None found, add some",Tatsunoko Production,Unknown,Action,50 min.,PG - Children,0,"Mecha, Music",
Ginga e Kickoff!! Natsuyasumi Special,,6.09,12146,9020,1,Special,1,Finished Airing,25-Aug-12,,,"None found, add some","None found, add some","None found, add some",Unknown,Sports,28 min.,PG - Children,0,Team Sports,
Glass no Kantai: La Legende du Vent de l'Univers Specials,Glass Fleet Specials,6.09,11813,9021,1,Special,2,Finished Airing,"Jan 24, 2007 to Mar 28, 2007",,,Sotsu,"None found, add some","None found, add some",Original,"Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,2,,
Gudetama: Muhоu Chitai de Jiyuu mo Fujiyuu,Gudetama Freestyle,6.09,15341,9022,608,ONA,18,Finished Airing,"Jan 21, 2021 to Sep 30, 2021",,,Sanrio,"None found, add some",Gathering,Original,Comedy,2 min. per ep.,G - All Ages,0,Parody,
Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,,6.09,9623,9023,3,Special,1,Finished Airing,27-Jun-15,,,"None found, add some","None found, add some",A-1 Pictures,Unknown,"Action, Sci-Fi",23 min.,PG-13 - Teens 13 or older,2,,
Haja Taisei Dangaiou,Great Planet Evil-Destroyer Dangaio,6.09,7104,9024,7,OVA,3,Finished Airing,"Sep 28, 1987 to Jul 25, 1989",,,Network,VIZ Media,"AIC,       Artmic",Original,"Action, Adventure, Sci-Fi",45 min. per ep.,PG-13 - Teens 13 or older,11,Mecha,
Hakujaden,Panda and the Magic Serpent,6.09,7921,9025,6,Movie,1,Finished Airing,22-Oct-58,,,"None found, add some","None found, add some",Toei Animation,Other,"Adventure, Fantasy, Romance",1 hr. 19 min.,G - All Ages,9,Historical,
Hakuouki: Otogisoushi Special,,6.09,11296,9026,2,Special,1,Finished Airing,21-Jun-16,,,"None found, add some","None found, add some",DLE,Visual novel,Fantasy,3 min.,PG-13 - Teens 13 or older,0,"Historical, Samurai",Josei
Hoshi no Ko Poron,,6.09,14925,9027,677,TV,260,Finished Airing,"Apr 1, 1974 to Apr 4, 1975",Spring 1974,Unknown,"None found, add some","None found, add some","None found, add some",Unknown,Sci-Fi,5 min. per ep.,PG - Children,0,,
Ikkyuu-san: Haru Da! Yancha Hime,,6.09,16738,9028,445,Movie,1,Finished Airing,14-Mar-81,,,"None found, add some","None found, add some",Toei Animation,Unknown,Comedy,15 min.,G - All Ages,0,Historical,Kids
Itsumo Kokoro ni Taiyou wo!,,6.09,13563,9029,1,TV,16,Finished Airing,"Nov 2, 1999 to Nov 26, 1999",Fall 1999,Unknown,"None found, add some","None found, add some",Studio Deen,Manga,"Comedy, Ecchi",3 min. per ep.,R+ - Mild Nudity,0,,
Jantama Pong☆,Mahjong Soul Pon☆,6.09,7010,9030,8,TV,11,Finished Airing,"Apr 9, 2022 to Jun 18, 2022",Spring 2022,Saturdays at 01:50 (JST),Yostar,"None found, add some",Scooter Films,Game,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,18,,
Jishu Seisaku Movie Binchou-tan,,6.09,10301,9031,2,OVA,1,Finished Airing,14-Aug-05,,,TBS,"None found, add some",Ishikawa Pro,Manga,Slice of Life,4 min.,G - All Ages,2,"Iyashikei, Music",
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,Kaiketsu Zorori Movie,6.09,15018,9032,661,Movie,1,Finished Airing,17-Jul-93,,,"VAP,       Shochiku,       Nippon Television Network","None found, add some",TMS Entertainment,Unknown,"Adventure, Comedy",53 min.,G - All Ages,1,,
Kekkon Yubiwa Monogatari,Tales of Wedding Rings,6.09,2177,9033,94,TV,12,Finished Airing,"Jan 6, 2024 to Mar 23, 2024",Winter 2024,Saturdays at 21:30 (JST),"Square Enix,       Toei Video,       Pony Canyon,       AT-X,       KlockWorx,       Studio Mausu,       Hakuhodo DY Music & Pictures,       BS11,       APDREAM,       Bushiroad Move","None found, add some",Staple Entertainment,Manga,"Action, Fantasy, Romance, Ecchi",23 min. per ep.,R+ - Mild Nudity,346,"Harem, Isekai",Seinen
Kenritsu Chikyuu Boueigun,Prefectural Earth Defense Force,6.09,9334,9034,3,OVA,1,Finished Airing,21-Mar-86,,,OB Planning,ADV Films,Gallop,Manga,"Action, Adventure, Comedy, Sci-Fi",49 min.,PG-13 - Teens 13 or older,0,,Shounen
Koisuru Asteroid: Furikaeri - Kirakira Special!,Asteroid in Love Episode 6.5,6.09,8777,9035,4,TV Special,1,Finished Airing,14-Feb-20,,,"None found, add some","None found, add some",Doga Kobo,4-koma manga,Comedy,23 min.,PG-13 - Teens 13 or older,1,"CGDCT, School",
Lei Su Deng Shandian Chong Xian 3,Flash & Dash S,6.09,17608,9036,379,TV,40,Finished Airing,Nov 2012 to ?,?,Unknown,Alpha Group Co. Ltd.,"None found, add some",Alpha Animation,Original,,24 min. per ep.,G - All Ages,0,Racing,Kids
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,,6.09,8605,9037,4,ONA,1,Finished Airing,05-Oct-14,,,"None found, add some",Funimation,Studio PuYUKAI,Light novel,Comedy,2 min.,G - All Ages,2,Parody,
Magical Canan,Magical Kanan,6.09,7714,9038,6,TV,13,Finished Airing,"Jan 1, 2005 to Mar 26, 2005",Winter 2005,Saturdays at 10:00 (JST),"None found, add some",Discotek Media,AIC ASTA,Visual novel,"Drama, Fantasy, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,8,Mahou Shoujo,
Manga Doushite Monogatari,,6.09,16120,9039,509,TV,100,Finished Airing,"Apr 7, 1984 to Mar 29, 1986",Spring 1984,Unknown,DAX Production,"None found, add some","None found, add some",Unknown,"Adventure, Comedy",25 min. per ep.,G - All Ages,0,Educational,Kids
Maze☆Bakunetsu Jikuu: Hot Springs,Maze: The Mega-Burst Space - Hot Springs,6.09,12554,9040,1,Special,1,Finished Airing,1998,,,"None found, add some","None found, add some","None found, add some",Manga,"Action, Comedy, Fantasy, Ecchi",22 min.,,0,Magical Sex Shift,
Mofa Ya Ma,Grandma and Her Ghosts,6.09,16817,9041,439,Movie,1,Finished Airing,03-Apr-98,,,"None found, add some","None found, add some","None found, add some",Unknown,"Adventure, Fantasy",1 hr. 19 min.,PG-13 - Teens 13 or older,1,,
Nekota no Koto ga Kininatte Shikatanai. (ONA),,6.09,11542,9042,1,ONA,4,Finished Airing,"Apr 7, 2015 to Apr 28, 2015",,,"None found, add some","None found, add some","None found, add some",Manga,,1 min. per ep.,G - All Ages,2,School,Shoujo
Norageki!,Five Numbers!,6.09,6212,9043,10,OVA,1,Finished Airing,22-Jan-11,,,Showgate,Sentai Filmworks,Sunrise,Original,"Mystery, Sci-Fi",24 min.,PG-13 - Teens 13 or older,3,Space,
Okawari-Boy Starzan-S,,6.09,13208,9044,1,TV,34,Finished Airing,"Jan 7, 1984 to Aug 25, 1984",Winter 1984,Saturdays at 18:30 (JST),"None found, add some","None found, add some",Tatsunoko Production,Original,"Action, Adventure, Sci-Fi",23 min. per ep.,G - All Ages,1,,
Project Zeorymer,Hades Project Zeorymer,6.09,7435,9045,7,OVA,4,Finished Airing,"Nov 26, 1988 to Feb 21, 1990",,,"Youmex,       Toshiba EMI",Central Park Media,"AIC,       Artmic",Manga,"Action, Drama, Sci-Fi",28 min. per ep.,R+ - Mild Nudity,21,"Mecha, Psychological",
Psychoarmor Govarian,,6.09,11721,9046,1,TV,26,Finished Airing,"Jul 6, 1983 to Dec 28, 1983",Summer 1983,Unknown,"TV Tokyo,       Dynamic Planning",Discotek Media,Knack Productions,Original,"Action, Sci-Fi",24 min. per ep.,R+ - Mild Nudity,4,"Mecha, Super Power",
Puchimas!: Petit iDOLM@STER (OVA),,6.09,13068,9047,1,OVA,2,Finished Airing,"Mar 26, 2018 to Nov 26, 2018",,,"None found, add some","None found, add some","None found, add some",4-koma manga,"Comedy, Slice of Life",11 min. per ep.,G - All Ages,1,"Idols (Female), Music, Parody",Seinen
Sacred Seven: Shirogane no Tsubasa Picture Drama,Sacred Seven: Wings of the Silver Moon Picture Drama,6.09,10147,9048,2,Special,2,Finished Airing,20-Apr-12,,,"None found, add some","None found, add some",Sunrise,Original,"Action, Comedy, Sci-Fi",12 min. per ep.,PG-13 - Teens 13 or older,0,"School, Super Power",
Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",6.09,3406,9049,43,TV,13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021",Spring 2021,Sundays at 23:30 (JST),"Kodansha,       Toy's Factory,       DMM pictures","None found, add some",LIDENFILMS,Manga,"Drama, Sports",23 min. per ep.,PG-13 - Teens 13 or older,134,Team Sports,Shounen
Seupideuwang Beongae,Wings of Dragon,6.09,14518,9050,768,TV,26,Finished Airing,"May 18, 1998 to Aug 18, 1998",Spring 1998,Unknown,"None found, add some","None found, add some","None found, add some",Light novel,Sports,24 min. per ep.,,1,"School, Strategy Game",
Sore Ike! Anpanman: Inochi no Hoshi no Dolly,Anpanman: Star-Spirited Dollie,6.09,14746,9051,711,Movie,1,Finished Airing,15-Jul-06,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,Fantasy,51 min.,PG - Children,1,,Kids
Sore Ike! Anpanman: Ringo Boy to Minna no Negai,Anpanman: Apple Boy and Everyone's Hope,6.09,15422,9052,596,Movie,1,Finished Airing,05-Jul-14,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,"Comedy, Fantasy",46 min.,PG - Children,0,,Kids
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",,6.09,12996,9053,1,OVA,1,Finished Airing,20-Jul-85,,,"None found, add some",Maiden Japan,Sunrise,Original,"Action, Drama, Sci-Fi",57 min.,PG - Children,0,"Mecha, Military",
Soul Link,,6.09,4615,9054,22,TV,12,Finished Airing,"Apr 2, 2006 to Jun 25, 2006",Spring 2006,Unknown,"Mellow Head,       Geneon Entertainment",Discotek Media,Picture Magic,Visual novel,"Action, Adventure, Comedy, Romance, Sci-Fi",25 min. per ep.,R - 17+ (violence & profanity),20,"Military, Space",
Starry☆Sky,,6.09,3075,9055,52,ONA,26,Finished Airing,"Dec 23, 2010 to Jun 16, 2011",,,"Frontier Works,       Sotsu","None found, add some",Studio Deen,Visual novel,,11 min. per ep.,PG-13 - Teens 13 or older,133,"Reverse Harem, School",Josei
Suki na Ko ga Megane wo Wasureta Short Episode Specials,The Girl I Like Forgot Her Glasses Short Episode Specials,6.09,14794,9056,698,Special,3,Finished Airing,"Dec 20, 2023 to Feb 28, 2024",,,"None found, add some","None found, add some",GoHands,Manga,Comedy,46 sec. per ep.,PG-13 - Teens 13 or older,1,"Romantic Subtext, School",
Super Kuma-san,,6.09,13457,9057,1,TV Special,1,Finished Airing,01-Jun-03,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Comedy, Fantasy",25 min.,PG - Children,1,,
Top wo Nerae! Kagaku Kouza,Gunbuster! Science Lesson,6.09,6888,9058,8,Special,6,Finished Airing,"Oct 7, 1988 to Sep 18, 1995",,,"None found, add some",Discotek Media,Gainax,Original,"Comedy, Sci-Fi",2 min. per ep.,G - All Ages,2,Mecha,
Uchuujin Tanaka Tarou,Taro the Space Alien,6.09,13023,9059,1,TV,24,Finished Airing,"Apr 17, 2000 to Mar 26, 2001",Spring 2000,Unknown,"None found, add some",VIZ Media,"None found, add some",Manga,Comedy,20 min. per ep.,G - All Ages,2,School,Kids
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",,6.09,10687,9060,2,Special,1,Finished Airing,11-Feb-16,,,"DIVE II Entertainment,       Avex Pictures","None found, add some",Ordet,Original,Drama,7 min.,PG-13 - Teens 13 or older,1,,
Wasure Hoshi no Volicia,Volicia of Pluto: Vapor Trail Another Age 2006,6.09,10426,9061,2,Movie,1,Finished Airing,03-Jul-23,,,"None found, add some","None found, add some","None found, add some",Original,"Action, Girls Love, Sci-Fi",32 min.,PG-13 - Teens 13 or older,16,Mecha,
Yomigaeru Sora Pilot,,6.09,12482,9062,1,Special,1,Finished Airing,27-Oct-06,,,Bandai Visual,"None found, add some",J.C.Staff,Original,Action,3 min.,PG - Children,0,"Adult Cast, Military, Workplace",
Yukiwatari,,6.09,15584,9063,573,Movie,1,Finished Airing,16-Jul-94,,,"None found, add some","None found, add some",Magic Bus,Novel,Fantasy,22 min.,G - All Ages,1,,
Yutori-chan,,6.09,7876,9064,6,ONA,25,Finished Airing,"Dec 29, 2009 to Apr 9, 2010",,,BIGLOBE,"None found, add some",Actas,Original,"Comedy, Slice of Life",4 min. per ep.,G - All Ages,3,,
Socket,,6.08,17833,9065,360,Movie,1,Finished Airing,2009,,,"None found, add some","None found, add some","None found, add some",Unknown,,10 min.,G - All Ages,0,,Kids
Softenni Specials,,6.08,8779,9066,4,Special,6,Finished Airing,"Jun 22, 2011 to Nov 23, 2011",,,"None found, add some",Sentai Filmworks,Xebec,Manga,"Comedy, Ecchi",3 min. per ep.,R+ - Mild Nudity,2,,
SoniAni: Super Sonico The Animation,Soni-Ani: Super Sonico The Animation,6.08,2281,9067,87,TV,12,Finished Airing,"Jan 6, 2014 to Mar 24, 2014",Winter 2014,Unknown,"Genco,       Pony Canyon,       Movic,       Half H.P Studio,       AT-X,       Nitroplus,       KlockWorx,       Showgate,       Good Smile Company",Sentai Filmworks,White Fox,Other,Comedy,23 min. per ep.,PG-13 - Teens 13 or older,214,"Adult Cast, Music",
Tamagotchi! Miracle Friends,,6.08,14701,9068,721,TV,29,Finished Airing,"Sep 5, 2013 to Mar 27, 2014",Fall 2013,Unknown,"None found, add some","None found, add some",OLM,Unknown,"Comedy, Fantasy",23 min. per ep.,G - All Ages,1,,Kids
Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama,The Genius Prince's Guide to Raising a Nation Out of Debt: Short Drama,6.08,9491,9069,3,ONA,5,Finished Airing,"Aug 12, 2021 to Dec 24, 2021",,,Studio Mausu,"None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,3,,
Terra Formars: Earth-hen,,6.08,6139,9070,11,OVA,2,Finished Airing,"Aug 17, 2018 to Nov 19, 2018",,,Shueisha,"None found, add some","TYO Animations,       LIDENFILMS",Manga,"Action, Horror, Sci-Fi, Suspense",26 min. per ep.,R - 17+ (violence & profanity),7,"Gore, Space, Survival",Seinen
Tong Zhi Zhe,,6.08,11676,9071,1,ONA,10,Finished Airing,"Dec 31, 2015 to Mar 17, 2016",,,Tencent Animation & Comics,"None found, add some","None found, add some",Web manga,"Adventure, Horror",10 min. per ep.,R - 17+ (violence & profanity),7,Detective,
Toshiwasure Guda Guda Order 2016,Farewell to 2016 Guda Guda Order,6.08,11298,9072,2,Special,1,Finished Airing,31-Dec-16,,,Studio Mausu,"None found, add some",TROYCA,Game,Comedy,6 min.,PG-13 - Teens 13 or older,4,,
Tribe Nine,,6.08,3297,9073,45,TV,12,Finished Airing,"Jan 10, 2022 to Mar 28, 2022",Winter 2022,Mondays at 22:30 (JST),"Lantis,       Docomo Anime Store,       JR East Marketing & Communications,       Bandai Namco Arts",Funimation,LIDENFILMS,Mixed media,"Sci-Fi, Sports",23 min. per ep.,R - 17+ (violence & profanity),225,Team Sports,
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,,6.08,6836,9074,8,TV,13,Finished Airing,"Jun 30, 2004 to Sep 22, 2004",Summer 2004,Unknown,"None found, add some","None found, add some",Radix,Visual novel,"Comedy, Drama, Romance, Sci-Fi",12 min. per ep.,PG-13 - Teens 13 or older,8,"Harem, Time Travel",
TV Yarou Nanaana: Wakuwaku Doukutsu Land,,6.08,12392,9075,1,TV,24,Finished Airing,"Apr 11, 2019 to Sep 19, 2019",Spring 2019,Thursdays at 07:30 (JST),"None found, add some","None found, add some",Studio Crocodile,Original,"Adventure, Comedy",3 min. per ep.,PG-13 - Teens 13 or older,3,Workplace,
Utsunomiko: Heaven Chapter,,6.08,12126,9076,1,OVA,13,Finished Airing,"Oct 24, 1990 to Feb 19, 1992",,,"None found, add some","None found, add some",Toei Animation,Light novel,"Adventure, Fantasy",25 min. per ep.,R+ - Mild Nudity,1,Mythology,
Wanpaku Tanteidan,,6.08,12743,9077,1,TV,35,Finished Airing,"Feb 1, 1968 to Sep 26, 1968",Winter 1968,Unknown,Fuji TV,"None found, add some",Mushi Production,Unknown,"Action, Mystery",25 min. per ep.,PG-13 - Teens 13 or older,1,,
Watanuki-san Chi to,,6.08,11922,9078,1,TV,12,Finished Airing,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,Mondays at 01:35 (JST),"None found, add some","None found, add some","None found, add some",Other,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,5,,
Yamatarou Kaeru,Yamataro Comes Back,6.08,12075,9079,1,OVA,1,Finished Airing,15-Aug-86,,,"None found, add some","None found, add some",Tezuka Productions,Manga,,24 min.,G - All Ages,1,,Kids
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,,6.08,13229,9080,1,OVA,1,Finished Airing,30-Aug-12,,,"None found, add some","None found, add some","None found, add some",4-koma manga,"Comedy, Slice of Life",3 min.,PG-13 - Teens 13 or older,0,,Seinen
Zhandou Wang Zhi Jufeng Zhan Hun 3,Infinity Nado 3,6.08,14593,9081,749,TV,40,Finished Airing,"Sep 3, 2015 to Oct 12, 2015",Fall 2015,Unknown,Alpha Group Co. Ltd.,"None found, add some",Alpha Animation,Original,Action,23 min. per ep.,PG - Children,4,,
A New Journey,,6.08,10782,9082,2,ONA,1,Finished Airing,18-Jan-19,,,"None found, add some","None found, add some",P.A. Works,Game,Action,1 min.,PG-13 - Teens 13 or older,4,Video Game,
Apache Yakyuugun,Apache Baseball Team,6.08,13146,9083,1,TV,26,Finished Airing,"Oct 6, 1971 to Mar 29, 1972",Fall 1971,Wednesdays at 19:30 (JST),"None found, add some","None found, add some",Toei Animation,Manga,Sports,25 min. per ep.,G - All Ages,3,"School, Team Sports",
Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,,6.08,12062,9084,1,Movie,1,Finished Airing,19-Dec-98,,,"None found, add some","None found, add some",Ashi Productions,Other,"Action, Adventure, Sci-Fi",46 min.,G - All Ages,2,"Mecha, Space",
Big X,,6.08,11983,9085,1,TV,59,Finished Airing,"Aug 3, 1964 to Sep 27, 1965",Summer 1964,Unknown,"None found, add some","None found, add some",Tokyo Movie Shinsha,Manga,"Action, Sci-Fi",25 min. per ep.,G - All Ages,4,Historical,Shounen
Biohazard 4: Incubate,,6.08,6841,9086,8,OVA,1,Finished Airing,28-Sep-06,,,Capcom,"None found, add some","None found, add some",Game,"Action, Horror, Mystery, Supernatural, Suspense",1 hr. 22 min.,R - 17+ (violence & profanity),7,"Detective, Military, Mythology",
Black Bullet: Tenchuu＊Girls,,6.08,4902,9087,20,Special,1,Finished Airing,08-Oct-14,,,Orange,"None found, add some",Kinema Citrus,Light novel,Fantasy,1 min.,G - All Ages,9,,
BlazBlue: Alter Memory,,6.08,2251,9088,89,TV,12,Finished Airing,"Oct 9, 2013 to Dec 25, 2013",Fall 2013,Wednesdays at 01:30 (JST),"Lantis,       Studio Mausu",Funimation,"Hoods Entertainment,       teamKG",Game,"Action, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),149,Super Power,
Bocchan,,6.08,11603,9089,1,TV Special,1,Finished Airing,13-Jun-80,,,"None found, add some","None found, add some",TMS Entertainment,Novel,Comedy,1 hr. 12 min.,PG-13 - Teens 13 or older,1,Historical,
Chouriki Robo Galatt,,6.08,12671,9090,1,TV,25,Finished Airing,"Oct 5, 1984 to Apr 5, 1985",Fall 1984,Unknown,"None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Comedy, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,
Closure no Kimitsu File,Closure's Secret Files,6.08,17415,9091,393,ONA,17,Finished Airing,"May 16, 2021 to Nov 21, 2021",,,"None found, add some","None found, add some",Yostar Pictures,Game,Comedy,2 min. per ep.,G - All Ages,1,,
D4 Princess,,6.08,9405,9092,3,TV,24,Finished Airing,"Apr 6, 1999 to Sep 28, 1999",Spring 1999,Unknown,Pony Canyon,"None found, add some",Daume,Manga,"Action, Comedy, Sci-Fi",8 min. per ep.,PG-13 - Teens 13 or older,3,Mecha,
Dahua Zhi Shaonian You,Big Talk Youth Tour,6.08,14369,9093,804,ONA,16,Finished Airing,"Aug 15, 2020 to Nov 20, 2020",,,"None found, add some","None found, add some",DC Impression Vision,Game,Action,16 min. per ep.,PG-13 - Teens 13 or older,2,,
Dive!!,,6.08,3057,9094,52,TV,12,Finished Airing,"Jul 7, 2017 to Sep 22, 2017",Summer 2017,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Fuji TV,       DMM pictures",Sentai Filmworks,Zero-G,Novel,"Drama, Sports",22 min. per ep.,PG-13 - Teens 13 or older,75,,
dMatsu-san,,6.08,11295,9095,2,ONA,12,Finished Airing,"Jan 9, 2018 to Mar 27, 2018",,,"None found, add some","None found, add some",Pierrot,Manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,3,"Gag Humor, Parody",
Final Fantasy,Legend of the Crystals: Final Fantasy,6.08,5336,9096,15,OVA,4,Finished Airing,"Mar 21, 1994 to Jul 21, 1994",,,Square Enix,Urban Vision,Madhouse,Game,"Action, Adventure, Comedy, Fantasy",30 min. per ep.,PG-13 - Teens 13 or older,22,,
Gebäude Bäude,,6.08,12175,9097,1,TV,10,Finished Airing,"Nov 8, 2020 to Dec 10, 2020",Fall 2020,Unknown,"None found, add some","None found, add some",Jinnis Animation Studios,Original,"Comedy, Sci-Fi",2 min. per ep.,G - All Ages,4,,
Golden Douga Gekijou Specials,,6.08,12709,9098,1,Special,7,Finished Airing,"Jul 27, 2018 to Sep 27, 2023",,,"None found, add some","None found, add some","W-Toon Studio,       DMM.futureworks",Manga,Comedy,26 sec. per ep.,R - 17+ (violence & profanity),0,,
Haha wo Tazunete Sanzenri Specials,,6.08,15655,9099,561,TV Special,2,Finished Airing,2001,,,"None found, add some","None found, add some",Nippon Animation,Unknown,"Adventure, Drama, Slice of Life",45 min. per ep.,G - All Ages,0,,
Hi-Speed Jecy,High Speed Jessie,6.08,11212,9100,2,OVA,12,Finished Airing,"Sep 5, 1989 to Mar 5, 1990",,,VAP,"None found, add some",Pierrot,Light novel,"Action, Sci-Fi",28 min. per ep.,R - 17+ (violence & profanity),1,,
