Name,Anime_url,Review
Kaitou Joker 2nd Season,https://myanimelist.net/anime/28869/Kaitou_Joker_2nd_Season,"['This is the Season 2 review. After Season 1, Queen is now a Kaitou Thief like Joker and Spade. ""Kaitou Queen !!!"" But she is still easily the weakest Kaitou and doesn\'t steal often, relatively minor compared to Joker or Spade.The plotline advanced heavily and the anime doesn\'t disappoint giving us even more awesome episodes! In Season 1, only Joker and Queen\'s background stories were covered, the rest were funny heists. In Season 2, we learn the background stories of all our other characters, Spade, Dark Eye, Hachi, Master Silver Heart, Oniyama and his daughter Haruka, and most of all Shadow Joker. These are...heists and important character background stories that all come together, and leads back to Professor clover manipulating it all, It connects our Kaitou\'s fates all to Professor Clover.The dude is the BEST VILLAIN, just look at the guy, he looks so evil and menacing! HE WILL KILL, and don\'t forget, this is a children\'s show! In season 2 you can really see he came from that pit of evil, he is the darkness, once he even traveled to the past to torment his past self to remember the pain of defeat and he was already a bad guy then LOL.  Queen was filled with hatred in the beginning because of a misunderstanding caused by Professor Clover, he the real evil. Ok simply , it\'s the Professor Clover manipulating the lives of the Queen and Shadow Joker, (call him Shadow) to turn against Joker, Spade, and the Master. heists and important character background stories that all come together, and leads back to Professor clover manipulating it all, It connects our Kaitou\'s fates all to Professor Clover.The dude is the BEST VILLAIN, just look at the guy, he looks so evil and menacing! HE WILL KILL, and don\'t forget, this is a children\'s show! In season 2 you can really see he came from that pit of evil, he is the darkness, once he even traveled to the past to torment his past self to remember the pain of defeat and he was already a bad guy then LOL.  Queen was filled with hatred in the beginning because of a misunderstanding caused by Professor Clover, he the real evil. Ok simply , it\'s the Professor Clover manipulating the lives of the Queen and Shadow Joker, (call him Shadow) to turn against Joker, Spade, and the Master.']"
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,https://myanimelist.net/anime/2408/Keroro_Gunsou_Movie_2__Shinkai_no_Princess_de_Arimasu,"[""reviewthe gang go on vacation to an exotic  island on  the caribbea, completely unaware of the lurking danger. Maru,a self proclaimed princess abducted natsumi in order  to make his princess. at  first Natsumi  was hesitant, but maru had a kero ball that  makes all of his dream comes true. Pay attention  to the choice of word,  Maru used the word princess and not queen.It's 20 minutes longer than the first movie  which means   thereare more rooms for story development and tension building.It contains spoiler so read on your own riskI must...remind  you that  this is nonetheless a japanese made movie,  so no matter how cruel and  regardless of damages the damages they have down  bad guys are easily  let off the hook dan don't take any  responsibility.Maru  tried to  absorb Natsumi and was going to destroy the planet when  Keroro and friends interfered. Just like that , Natsumi let Maru go.  To me the story would have been perfect  had maru died, because he was the villain.  The maker might have reasoned that  this show for kids and maru was still a kid,  heck do you want kids  to think  that they can do whatever want and would still be forgiven. that's not educating.Personally  i lke ts better than the first movie because my favorite duo  Koyuki and dororo  had more screen time  and bigger role in the story.   sweet  because Koyuki rarely appeared in the tv series.This time moa also saw some action ,  however there is a thing that made  unhappy. Moa had to  use the full power of harmageddon to  block maru's energy beam.  How  can  the same force that could  destroy planets unable  to defeat Maru's beam.  It means Moa is not of the strongest  being in the galaxy, but what make moa interesting as a character is that what you call don't judge the book by its cover this girl is very dangerous . She couldn't defeat a kid.The solution  to me is the reason it happened was because Moa only used 1/1000000 of her power  because she didn't wat to destroy the whole city remind  you that  this is nonetheless a japanese made movie,  so no matter how cruel and  regardless of damages the damages they have down  bad guys are easily  let off the hook dan don't take any  responsibility.Maru  tried to  absorb Natsumi and was going to destroy the planet when  Keroro and friends interfered. Just like that , Natsumi let Maru go.  To me the story would have been perfect  had maru died, because he was the villain.  The maker might have reasoned that  this show for kids and maru was still a kid,  heck do you want kids  to think  that they can do whatever want and would still be forgiven. that's not educating.Personally  i lke ts better than the first movie because my favorite duo  Koyuki and dororo  had more screen time  and bigger role in the story.   sweet  because Koyuki rarely appeared in the tv series.This time moa also saw some action ,  however there is a thing that made  unhappy. Moa had to  use the full power of harmageddon to  block maru's energy beam.  How  can  the same force that could  destroy planets unable  to defeat Maru's beam.  It means Moa is not of the strongest  being in the galaxy, but what make moa interesting as a character is that what you call don't judge the book by its cover this girl is very dangerous . She couldn't defeat a kid.The solution  to me is the reason it happened was because Moa only used 1/1000000 of her power  because she didn't wat to destroy the whole city""]"
Kidou Senshi Gundam SEED Special Edition,https://myanimelist.net/anime/2269/Kidou_Senshi_Gundam_SEED_Special_Edition,"['The main problem I have with pretty much all the Gundam series is that they are far too long for what they are.  The release of the movies pretty much guarantees that I can watch these shows without being bored by useless drama and filler.  All of the Gundam movies have done a great job of rounding out the series into a succinct bundle that allows a viewer who doesn\'t want to parse 50 episodes to sit down and watch a set of movies.That being said, I first was recommended Gundam SEED from friends who thought the anime was groundbreaking and excellent....After watching a couple of episodes of the series, I could tell I was going to have to deal with the ""Gundam Drag"" in this show, as well.  Instead of writing off the show as too slow, I decided to watch the much more concise movies.I will admit, I wasn\'t terribly impressed by the story.  The plot was very much scripted from previous Gundams, which is pretty much understood to be the norm for any Gundam series, but I felt some of the character interactions let it at least stand alone as a separate entity.  If you have watched another Gundam series, except for a few of the lesser projects, then you will not be superbly impressed by this one.  Both the start and end of the plot are near carbon copies of other Gundams, only the culmination of events is slightly different.Even so, the films still seem to deliver.  In the little time that the series of movies has to capture your attention, it is easy to get attached to or disgusted with any of the characters.  As the events unfold, nearly every moment is enjoyable and feels somewhat fresh.As long as you don\'t start role-casting from other Gundams like I found myself doing, you should be able to enjoy these films in their entirety and not have to worry about far too much time spent watching the entire series. After watching a couple of episodes of the series, I could tell I was going to have to deal with the ""Gundam Drag"" in this show, as well.  Instead of writing off the show as too slow, I decided to watch the much more concise movies.I will admit, I wasn\'t terribly impressed by the story.  The plot was very much scripted from previous Gundams, which is pretty much understood to be the norm for any Gundam series, but I felt some of the character interactions let it at least stand alone as a separate entity.  If you have watched another Gundam series, except for a few of the lesser projects, then you will not be superbly impressed by this one.  Both the start and end of the plot are near carbon copies of other Gundams, only the culmination of events is slightly different.Even so, the films still seem to deliver.  In the little time that the series of movies has to capture your attention, it is easy to get attached to or disgusted with any of the characters.  As the events unfold, nearly every moment is enjoyable and feels somewhat fresh.As long as you don\'t start role-casting from other Gundams like I found myself doing, you should be able to enjoy these films in their entirety and not have to worry about far too much time spent watching the entire series.', ""These gundam movies, while just a compilation of the action scenes of Gundam Seed, shows you many things that the anime series does not. Things like who was rusty?, the fifth member of athrun's team, or what were kira's thoughts about his mother, or even the biggest bombshell of all- what does Rau La Creuset's face look like? If you want to find the answers, than these movies are for you. "", 'So Seed is one of those really divisive series.  It was really popular among the general anime crowd when it came out, but has a mostly poor reputation among Gundam fans, who complain that it\'s largely a rehash of the original series.  I\'m a long time Gundam fan who got out of the fandom for a bit when this was popular, but I finally heard there were digest movies that supposedly did a decent job condensing the series, so I figured I\'d give it a shot and try to give it a fair chance.Gundam fans are right about it borrowing a lot from...earlier shows.  Like most of the first film seems like it was based on a loose outline of the first Gundam series, and there are characters who are basically Amuro, Char, and Ramba Ral with the names changed.  And I do feel like I would have enjoyed these parts more if I were new to Gundam, but they didn\'t do it poorly enough that I hated it or anything.  And during the second movie, the plot does veer off into its own unique thing.  Sadly, by the third movie, that thing is mostly ""everyone\'s either Kira\'s friend or a puppy kicking, mustache twirling genocidal maniac.""  One big theme in Gundam series is that there are good and bad people on both sides, even if one side is clearly worse overall than the others, and during the first two films, Seed embraced that, so it was sad to see it dropped for seemingly no reason.Most of the characters were sadly rather bland, though this may have partially been due to how they chose to condense the TV series into these films.  But in any case, I can only judge what I\'ve seen.  Most of the side characters are just there, Kira is boring and generic, and the villains in the last film are pretty interchangable aside from who they wanted to exterminate.  On the plus side, I rather liked Cagalli and her relationship with Athrun.  To the point where I think it would have been a much better series if it focused on them.Art wise, this is sadly was made during the awkward transition from painted cels to digital ones, and to make it worse, it embraced the ugly style of character design that was popular in the late 1990s.  The result might be the ugliest Gundam series ever made.I don\'t hate this, but I can\'t really say I\'d recommend it to anyone.  There\'s a good chance you\'d enjoy it if you haven\'t seen any Gundam series before, but then why watch this instead of one the original series, 08th MS Team, or Iron Blooded Orphans?  I really don\'t know who this would be for aside from people who are nostalgic for it now. earlier shows.  Like most of the first film seems like it was based on a loose outline of the first Gundam series, and there are characters who are basically Amuro, Char, and Ramba Ral with the names changed.  And I do feel like I would have enjoyed these parts more if I were new to Gundam, but they didn\'t do it poorly enough that I hated it or anything.  And during the second movie, the plot does veer off into its own unique thing.  Sadly, by the third movie, that thing is mostly ""everyone\'s either Kira\'s friend or a puppy kicking, mustache twirling genocidal maniac.""  One big theme in Gundam series is that there are good and bad people on both sides, even if one side is clearly worse overall than the others, and during the first two films, Seed embraced that, so it was sad to see it dropped for seemingly no reason.Most of the characters were sadly rather bland, though this may have partially been due to how they chose to condense the TV series into these films.  But in any case, I can only judge what I\'ve seen.  Most of the side characters are just there, Kira is boring and generic, and the villains in the last film are pretty interchangable aside from who they wanted to exterminate.  On the plus side, I rather liked Cagalli and her relationship with Athrun.  To the point where I think it would have been a much better series if it focused on them.Art wise, this is sadly was made during the awkward transition from painted cels to digital ones, and to make it worse, it embraced the ugly style of character design that was popular in the late 1990s.  The result might be the ugliest Gundam series ever made.I don\'t hate this, but I can\'t really say I\'d recommend it to anyone.  There\'s a good chance you\'d enjoy it if you haven\'t seen any Gundam series before, but then why watch this instead of one the original series, 08th MS Team, or Iron Blooded Orphans?  I really don\'t know who this would be for aside from people who are nostalgic for it now.', ""I only give this anime a low score because i have ONLY seen the first movie, but I am going to watch all 3.In all honesty I love Gundam SEED/Destiny, but I did not have the time to re-watch the entire series, so I figured I'd watch the movies. The first movie is....well terrible, in comparison to the actual series, the whole movie is just a bunch of clips from the series, with a few new scenes here and there. If you have not seen the series, I would recomend watching it instead of this movie only because they cut out so much from...the story that you are not able to connect with the characters! Its seems that all these caracters have no depth to them at all, which is not the case! The story suffers much as well, with so much cut out.The only reason I finished the movie was to see then new scenes and see if I would learn something new about the characters or plot, but sadly that was not the case.This movie crams about the first 20 episodes or so into a short lifespan(95min), so what would you expect?bottom line, make time for the series if you have not seen it and skip this movie. You should really only watch this movie if you are a die-hard fan and you MUST see anything Gundam SEED/Destiny related. the story that you are not able to connect with the characters! Its seems that all these caracters have no depth to them at all, which is not the case! The story suffers much as well, with so much cut out.The only reason I finished the movie was to see then new scenes and see if I would learn something new about the characters or plot, but sadly that was not the case.This movie crams about the first 20 episodes or so into a short lifespan(95min), so what would you expect?bottom line, make time for the series if you have not seen it and skip this movie. You should really only watch this movie if you are a die-hard fan and you MUST see anything Gundam SEED/Destiny related.""]"
Inazuma Eleven Go: Chrono Stone,https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone,"[""Okay,the Go Chrono Storm series story line is really unexpected,with all the time jumping and parallel world,since this anime target young age,the youngster hardly couldn't understand those thing and apparently give them a trouble to keep up with the story,well it will be a different if their a science fiction freak.It is give you an enjoyment since there are new feature of attack and new character,however most of the character are unexplained.This will cause the audience to wait until the end of the serious to get the idea,however,it remain untouched.Well the development of the character and the story are great maybe there a slightless error,well,i...doesn't give the big idea since the other plot covered them.Overall,the story are great.If you an Inazuma Eleven fan,it worth watching it. doesn't give the big idea since the other plot covered them.Overall,the story are great.If you an Inazuma Eleven fan,it worth watching it."", 'Inazuma Eleven GO: Chrono Stone is based on the fifth installment of the Inazuma Eleven videogame series. It is a sequel to Inazuma Eleven GO which is also a sequel to the original Inazuma Eleven. So, at first, to watch Chrono Stone you first need to watch the Inazuma Eleven and Inazuma Eleven GO series.Chrono Stone is said by Level 5 to be the best of their works on Inazuma Eleven and is very clear that this is true.Story (7): The story is original in contrast to its prequels where we only have football tournaments without anything else (not counting the Aliea arc and Inazuma...Eleven GO).It has elements of time-travel that have done very well, with some explanations about how time works in the Inazuma universe. Also have a plot twist in the final part, which I will not explain to not spoil anyone.It is true that it has less action and more dialogue than its prequels but, it is a bad thing? Chrono Stone, instead of this ""pieces of shit"" tournament arcs, has a focus on the plot instead of the soccer matches, although there are many matches as well that are not specially necessary to the plot.Character (5): Inazuma Eleven is not a series where the characters are well developed and Chrono Stone is not an exception. Although Fei, Kinako and some others have their respective development, the great majority of them have very poor development or not any at all. This apply to the old characters which doesn\'t have a lot of new things for their development.Art (8): The design of the characters and the animation is done well with no problems or ""ugly things"". Avatars and hissatsu are animated well with art that sometimes left you with a good taste, so in general, the art is one of the best things.Sound (8): The sound of Chrono Stone, as well of the other series in Inazuma, is mostly based on the soundtrack in the games. So, basically, normally it fits to all the circumstances because it was done specially for specifical scenes in the series.Enjoyment (8): I enjoyed this series the most of all in the Inazuma Eleven company.Overall (7): I think it is not a dissapointing sequel to the series so if you are a fan of the Inazuma Eleven franchise, it worth watching a lot. Eleven GO).It has elements of time-travel that have done very well, with some explanations about how time works in the Inazuma universe. Also have a plot twist in the final part, which I will not explain to not spoil anyone.It is true that it has less action and more dialogue than its prequels but, it is a bad thing? Chrono Stone, instead of this ""pieces of shit"" tournament arcs, has a focus on the plot instead of the soccer matches, although there are many matches as well that are not specially necessary to the plot.Character (5): Inazuma Eleven is not a series where the characters are well developed and Chrono Stone is not an exception. Although Fei, Kinako and some others have their respective development, the great majority of them have very poor development or not any at all. This apply to the old characters which doesn\'t have a lot of new things for their development.Art (8): The design of the characters and the animation is done well with no problems or ""ugly things"". Avatars and hissatsu are animated well with art that sometimes left you with a good taste, so in general, the art is one of the best things.Sound (8): The sound of Chrono Stone, as well of the other series in Inazuma, is mostly based on the soundtrack in the games. So, basically, normally it fits to all the circumstances because it was done specially for specifical scenes in the series.Enjoyment (8): I enjoyed this series the most of all in the Inazuma Eleven company.Overall (7): I think it is not a dissapointing sequel to the series so if you are a fan of the Inazuma Eleven franchise, it worth watching a lot.', ""Irrational (even for Inazuma), stupid (even for Inazuma), and campy (even for Inazuma). It has a needlessly confusing plot that keeps twisting into sideplots like a puppy on cocaine. An inbred puppy. The main plot is confusing enough, involving time travel and parallel timelines. We don't need random missions like going back in time to break Tsurugi's brother's spine (seriously) so that the proper timeline can return. Or when they need to fight to restore the team's love of soccer. Or when they get magically summoned to an island to get help from the soccer god in the middle of an oddly interrupted battle with...the enemy. I'm pretty sure there are times when the writers forgot what was going on too because the plot shifts gave me whiplash.Random sums up this show pretty well. Random characters show up to help with no explanation given (Including a talking teddy bear. Yeah). Random abilities and techniques appear unexplained only to fail. No set up appears needed anymore. When they do set it up it seems half-hearted. There's a new technique called mixi-max which is introduced when the teddy bear lets out a T-Rex and then gives it's power to some dude. Characters simply know things they couldn't possibly know with no explanation given. And the new Avatar Armed just gives them the opportunity to put on silly dresses in overlong animations that don't get shortened even in flashbacks. The battles are short and uninteresting, the characters keep getting switched, the plot is a mess, and the new characters are annoying. But most serious of all its flaws: it just isn't fun.Now quit it guys. You're making soccer cry. the enemy. I'm pretty sure there are times when the writers forgot what was going on too because the plot shifts gave me whiplash.Random sums up this show pretty well. Random characters show up to help with no explanation given (Including a talking teddy bear. Yeah). Random abilities and techniques appear unexplained only to fail. No set up appears needed anymore. When they do set it up it seems half-hearted. There's a new technique called mixi-max which is introduced when the teddy bear lets out a T-Rex and then gives it's power to some dude. Characters simply know things they couldn't possibly know with no explanation given. And the new Avatar Armed just gives them the opportunity to put on silly dresses in overlong animations that don't get shortened even in flashbacks. The battles are short and uninteresting, the characters keep getting switched, the plot is a mess, and the new characters are annoying. But most serious of all its flaws: it just isn't fun.Now quit it guys. You're making soccer cry."", ""Inazuma Eleven Go: Chrono Stone continues with a mix of hits and misses. Animation-wise, it sticks to the familiar art style from the Inazuma Eleven Go series. Avatar designs and hissatsu shooting effects maintain their greatness, but there's a glaring flaw in the animation. Certain major scenes, which should have had a high impact, suffer from a noticeable lack of animation, feeling more like PowerPoint slideshows.The story doesn't diverge much from the Inazuma Eleven, sticking to the theme of a mysterious entity threatening soccer, and Raimon's determined efforts to protect it. The storyline doesn't offer anything particularly special.When it comes to characters, the new characters...designs are excellent, and the introduction of Miximax and Avatar Armed adds an interesting dimension. However, character development feels rushed and inconsistent, with some characters making unrealistic progress or unrealistic turnover point in just one episode. Power balancing also feels off, as both Avatar Armed and Miximax, initially presented as highly powerful, is easily overshadowed. That made pacing in Chrono Stone is inconsistent, with rushed character development and power imbalances.The theme, shifting from normal soccer to fantasy time travel across various eras, may seem overly fantastical but is executed reasonably well.The soundtrack, including the opening and ending themes remains fantastic, effectively using background music to enhance impactful scenes. Voice acting is excellent and suited with characters well.Overall, Inazuma Eleven Go: Chrono Stone offers fun moments but comes with its fair share of flaws, from animation issues to rushed character development and uneven power scaling. It might still appealing and enjoy to watch but it can be disappointed in some scene. designs are excellent, and the introduction of Miximax and Avatar Armed adds an interesting dimension. However, character development feels rushed and inconsistent, with some characters making unrealistic progress or unrealistic turnover point in just one episode. Power balancing also feels off, as both Avatar Armed and Miximax, initially presented as highly powerful, is easily overshadowed. That made pacing in Chrono Stone is inconsistent, with rushed character development and power imbalances.The theme, shifting from normal soccer to fantasy time travel across various eras, may seem overly fantastical but is executed reasonably well.The soundtrack, including the opening and ending themes remains fantastic, effectively using background music to enhance impactful scenes. Voice acting is excellent and suited with characters well.Overall, Inazuma Eleven Go: Chrono Stone offers fun moments but comes with its fair share of flaws, from animation issues to rushed character development and uneven power scaling. It might still appealing and enjoy to watch but it can be disappointed in some scene."", ""Inazuma Eleven GO Chrono Stone is, like the previous four seasons, one of my favorite seasons, if not my favorite! Chrono Stone introduces exciting new characters, including Fei Rune, Clark Wonderbat, Goldie Lemmon (Kinako Nanobana), Sor (Torb), and Zanark Avalonic. Moreover, it features historical figures such as Joan of Arc, Oda Nobunaga, Liu Bei, Zhuge Liang, and Sakamoto Ryoma, as well as myths and legends such as King Arthur and the Dragon Queen.The introduction of the concept of Fighting Spirit Armed (Keshin Armed) and Mixi Max adds an interesting strategic dimension to football matches. Fighting Spirit Armed is an ability that allows a Fighting Spirit...user to equip their Fighting Spirit to increase their strength, speed, and the power of their Special Techniques tenfold. Moreover, several Fighting Spirit users can merge their Fighting Spirits into a single, more powerful one. This technique is called Fighting Spirit Fusion (Kenshin Fusion). As for Mixi Max, it is a technique that allows the merging of the auras of two characters, their skills, and abilities to create a super-powerful player. This adds an element of surprise and strategy to matches as characters can fuse with historical figures or other players, offering an infinite variety of combinations and special skills, including with dinosaurs in the Jurassic era! Mixi Max plays a central role in the story as it is linked to the protagonists' quest to restore the course of time and save the world of football. Mixi Max are essential to fight against antagonists and restore balance in the football world. This notion of time travel and history alteration adds an element of mystery and suspense to the plot.As for respecting the historical context, it is true that the anime takes some artistic liberties by integrating historical figures into periods and places that do not correspond to reality, while also changing the gender of certain characters, such as Zhuge Liang, who changes from male to female. However, it is precisely this creativity that makes the anime memorable! The storyline offers a wide variety of characters, eras, and places. We also travel through various environments such as revolutionary France, ancient Japan and China with the Three Kingdoms, the Jurassic era, or into the future. It is thanks to Chrono Stone that I learned a part of the history of Japan and ancient China. Moreover, the interactions between the characters of Inazuma Eleven and famous historical figures like Joan of Arc, Oda Nobunaga, Liu Bei, Zhuge Liang, and Sakamoto Ryoma, as well as myths and legends such as King Arthur and the Dragon Queen, are both fun and stimulating narratively, offering a unique blend of history and fiction. I particularly love the quirky humor of the plush coach and the exaggerated reactions of historical characters when confronted with totally improbable events!Regarding the second part of Chrono Stone, I think this part of the storyline is very interesting and captivating. It features charismatic and endearing characters who evolve throughout the adventure. It also offers twists and surprises that maintain suspense and interest. It addresses positive and inspiring messages such as the importance of friendship, courage, and passion. user to equip their Fighting Spirit to increase their strength, speed, and the power of their Special Techniques tenfold. Moreover, several Fighting Spirit users can merge their Fighting Spirits into a single, more powerful one. This technique is called Fighting Spirit Fusion (Kenshin Fusion). As for Mixi Max, it is a technique that allows the merging of the auras of two characters, their skills, and abilities to create a super-powerful player. This adds an element of surprise and strategy to matches as characters can fuse with historical figures or other players, offering an infinite variety of combinations and special skills, including with dinosaurs in the Jurassic era! Mixi Max plays a central role in the story as it is linked to the protagonists' quest to restore the course of time and save the world of football. Mixi Max are essential to fight against antagonists and restore balance in the football world. This notion of time travel and history alteration adds an element of mystery and suspense to the plot.As for respecting the historical context, it is true that the anime takes some artistic liberties by integrating historical figures into periods and places that do not correspond to reality, while also changing the gender of certain characters, such as Zhuge Liang, who changes from male to female. However, it is precisely this creativity that makes the anime memorable! The storyline offers a wide variety of characters, eras, and places. We also travel through various environments such as revolutionary France, ancient Japan and China with the Three Kingdoms, the Jurassic era, or into the future. It is thanks to Chrono Stone that I learned a part of the history of Japan and ancient China. Moreover, the interactions between the characters of Inazuma Eleven and famous historical figures like Joan of Arc, Oda Nobunaga, Liu Bei, Zhuge Liang, and Sakamoto Ryoma, as well as myths and legends such as King Arthur and the Dragon Queen, are both fun and stimulating narratively, offering a unique blend of history and fiction. I particularly love the quirky humor of the plush coach and the exaggerated reactions of historical characters when confronted with totally improbable events!Regarding the second part of Chrono Stone, I think this part of the storyline is very interesting and captivating. It features charismatic and endearing characters who evolve throughout the adventure. It also offers twists and surprises that maintain suspense and interest. It addresses positive and inspiring messages such as the importance of friendship, courage, and passion.""]"
