Name,Anime_url,Review
Tsuyoshi Shikkari Shinasai,https://myanimelist.net/anime/5992/Tsuyoshi_Shikkari_Shinasai,[]
Uchuu Senkan Yamato: Kanketsu-hen,https://myanimelist.net/anime/3072/Uchuu_Senkan_Yamato__Kanketsu-hen,"['This film was touted as the final instalment in the Yamato saga, a space opera franchise that began in 1974 and had completed ten years. At this point, the Yamato crew had gone through so many adventures in space on the edge of peril that this one comes out as a relatively above-average adventure for them. Bringing back a beloved but long-dead character through some contrived means, only for the said character to give it up for his crew, also sets the story and its drama back in terms of plot.However, the film makes up for its problems by being one big space adventure,...with the epic action and scale it deserves: glorious space vistas, fantastic planets and spacecraft, and fantastic action sequences, all backed up by incredible animation that still looks great today and grand orchestral music that captures the intense atmosphere of the scenes. Even if the plot is rather average, this film provides a wonderful spectacle to see.In the end the film marks a grand finale to the original Yamato show; it would later undergo a remake in 2012. The film does the Yamato saga great credit and honor, and it’s an enjoyable watch for any fan of Yamato or space operas. with the epic action and scale it deserves: glorious space vistas, fantastic planets and spacecraft, and fantastic action sequences, all backed up by incredible animation that still looks great today and grand orchestral music that captures the intense atmosphere of the scenes. Even if the plot is rather average, this film provides a wonderful spectacle to see.In the end the film marks a grand finale to the original Yamato show; it would later undergo a remake in 2012. The film does the Yamato saga great credit and honor, and it’s an enjoyable watch for any fan of Yamato or space operas.']"
Usavich,https://myanimelist.net/anime/3737/Usavich,"[""Well, I think most people will think there's something wrong with me giving Usavich such a high score. But I really did enjoy it XD It IS a pretty original series. [haha]Evidently, this series REQUIRES suspension of disbelief for one to actually enjoy it. So if one does take the content of the show seriously, it's completely very nonsensical. Basically just don't take anything this show has staidly and you'd enjoy it.Two rabbits, Kirenenko and Putin, are stuck inside a Soviet prison. Basically it's poking fun at the Soviet Union if you know even a small amount of Communist history. Overall most episodes can be...boiled down to this: Putin gets into some harebrained trouble. Kirenenko ignores Putin's problem and reads his sneaker magazine. In some way Putin's trouble pisses Kirenenko off. Kirenenko beats the enemy up. End of story. Now watch how this is reused for the rest of this series! [haha]Cons:The are was nice, but there were a lot of reused motion data. [ E.g. Putin imagines getting his head sliced off parts] D: It gets better in the next seasons though. But it was pretty good overall!The music that plays in the beginning of every episode is beaten to death even in the seasons that follow it. I really hated that; it was catchy before the 10th time it was played.Pros:The story itself was pure genius. Epic funny if you didn't get my rant above the con section. owoIt was really hilarious how they exaggerated the double act. And the pure randomness of the characters is just another epic win! [haha]All in all, I personally thought it was great. Once again, a lot of people take this show too seriously, which isn't the way you're supposed to watch comedies like Usavich. I do highly recommend watching this if you have time to spare or just need something to make you laugh :3 boiled down to this: Putin gets into some harebrained trouble. Kirenenko ignores Putin's problem and reads his sneaker magazine. In some way Putin's trouble pisses Kirenenko off. Kirenenko beats the enemy up. End of story. Now watch how this is reused for the rest of this series! [haha]Cons:The are was nice, but there were a lot of reused motion data. [ E.g. Putin imagines getting his head sliced off parts] D: It gets better in the next seasons though. But it was pretty good overall!The music that plays in the beginning of every episode is beaten to death even in the seasons that follow it. I really hated that; it was catchy before the 10th time it was played.Pros:The story itself was pure genius. Epic funny if you didn't get my rant above the con section. owoIt was really hilarious how they exaggerated the double act. And the pure randomness of the characters is just another epic win! [haha]All in all, I personally thought it was great. Once again, a lot of people take this show too seriously, which isn't the way you're supposed to watch comedies like Usavich. I do highly recommend watching this if you have time to spare or just need something to make you laugh :3"", ""This series is really stupid (I refrain from calling it an anime...).In a good way of course!!!I was introduced to this series by my teacher, who played it in front of the class after we finished the lesson. There's nothing serious about this series. The ones who will enjoy this are the ones who don't expect too much seriousness from a series.The humor is awesome. I can't stop laughing. Because this series is sooo stupid.It's a great series for you to enjoy with a cup of tea...... well not exactly, except if you want to burst it.The art is so classic, typical ordinary animation, don't...compare it to Disney Pixar's stunning and mindblowing art, please.And the story itself is original.Nothing much to say about the series. But if you want to kill time and kill some stress, go and watch it. compare it to Disney Pixar's stunning and mindblowing art, please.And the story itself is original.Nothing much to say about the series. But if you want to kill time and kill some stress, go and watch it."", ""Rate a 5Art piece (vocals were not needed)StoryUnlike the prequel this anime season did a better job of keeping an adequate plot. I say adequate for there was no question room for improvement. For example the door that got destroyed. For awhile it remained destroyed only to suddenly appear fixed? Why? How? I suppose once again viewer determination is left to fill in the blanks.One positive aspect in regard to the story was the ending portray. Not only was the ending slightly surprising but went along with the idea of season three's cover shot. Kudos for being accurate.One negative aspect was originality. Some moments when...making a show are bad and good. If you are lucky you get a popular positive aspect. Such example in show was a dance routine by one of the main characters. It was kind of catchy and the music that accompanied it made it even more so. However, they wore it into the ground because how much time spent recycling it.Art- still drawn digitally. making a show are bad and good. If you are lucky you get a popular positive aspect. Such example in show was a dance routine by one of the main characters. It was kind of catchy and the music that accompanied it made it even more so. However, they wore it into the ground because how much time spent recycling it.Art- still drawn digitally."", ""Usavich is a very unique anime. It is the type of show that you have to go into very open minded and not expecting anything serious. If you even try to take any of the short 1:30 episodes seriously then you will not enjoy the quirkiness of Usavich.--STORY 6/10--There is no real 'story' per say to Usavich, it is just two rabbits in a prison going about they activities throughout each day. There is no offical dialouge but there is no required. The characters appear to be working towards a goal but they themselves care much and neither do the viewers watching it need to...care. It's just fun and so stupidly funny.--ART 5/10--The art is your typical animation style, not anime style but Disney Pixar style. It is not too mind blowing but the colours and small setting make the animation not really take toll.--SOUND 6/10--The sound effects are quite intruging, they are often not actually fitting to the situation occuring which makes it funnier. As I said previously, there is no real dialouge but the small sound effects add enough to scenes.--CHARACTER 7/10--The characters are very interesting. Kirenenko is a rabbit who only cares about sneakers and is very easily aggrevated especially when it is involving Putin, his cell mate who seems to lead quite a simple life day to day in the cell. The simple dynamic of these two opposing characters creates hilarious situations and that is all the series needs.--ENJOYMENT 7/10--Usavich made me laugh a lot and I watched the whole series in one sitting as it is such short and easy to watch episodes. Each one made me laugh at a different stupid thing and it was such an easy watch as it wasn't serious and gave me time to chill whilst having a laugh.--OVERALL 7/10--In general, Usavich is just a fun, stupid non-stressful serious that lets you relax and have a laugh with these two funny characters who create the most senseless situations. care. It's just fun and so stupidly funny.--ART 5/10--The art is your typical animation style, not anime style but Disney Pixar style. It is not too mind blowing but the colours and small setting make the animation not really take toll.--SOUND 6/10--The sound effects are quite intruging, they are often not actually fitting to the situation occuring which makes it funnier. As I said previously, there is no real dialouge but the small sound effects add enough to scenes.--CHARACTER 7/10--The characters are very interesting. Kirenenko is a rabbit who only cares about sneakers and is very easily aggrevated especially when it is involving Putin, his cell mate who seems to lead quite a simple life day to day in the cell. The simple dynamic of these two opposing characters creates hilarious situations and that is all the series needs.--ENJOYMENT 7/10--Usavich made me laugh a lot and I watched the whole series in one sitting as it is such short and easy to watch episodes. Each one made me laugh at a different stupid thing and it was such an easy watch as it wasn't serious and gave me time to chill whilst having a laugh.--OVERALL 7/10--In general, Usavich is just a fun, stupid non-stressful serious that lets you relax and have a laugh with these two funny characters who create the most senseless situations.""]"
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,https://myanimelist.net/anime/28835/Tesagure_Bukatsumono_Spin-off_Purupurun_Sharumu_to_Asobou,"['Since there were no reviews for this anime, I decided to write it.This is my first time writing a review, and English is my second language, don’t expect much from this.***For people who have not seen “Tesagure Bukatsumono”I’m pretty sure more than 80 percent of the people will look at the title, and think “WTF is this?”This is the spin-off of “Tesagure Bukatsumono” series. Tesagure means “find it by your hands”, and bukatsu is extracurricular activities. The word mono after that is just to make the word bukatsu look cooler, so forget about that. It’s not the disease. This Anime just talks about “What...ifs” for extracurricular activities every episode.Before you guys watch this, there are couple things you should know. First off, this is an anime where the voice actresses fool around, and make you laugh. And was all put into an anime afterwards. Half of what they’re talking about are nonsense girl’s talk, which are adlibs.Since the girls are talking one after another, sometimes they overlap and conflict with other people. Due to that reason, the subtitles doesn’t tell you everything. So if you want to really enjoy this, I would study Japanese and their culture. And what I mean by their culture, the jokes they make sometimes will be things that are popular in Japan right now, and they try to make a parody out of it.The animation style has horrible computer graphics, since the animation is not important.Oh, you should watch Tesagure Bukatsumono first season, since it’s shorter in length with 11 miutes, when this spin-off is 24 minutes long. (Wow I can’t believe the spin-off is longer than the original.) And then, think over if this anime is good enough to take your time.***For people who have seen “Tesagure Bukatsumono”They added 5 more characters of adaption from a nonpopular manga series.And this time, they don’t talk about extracurricular activities, but tries new things. Some are really hilarious like when they play the werewolf game, which is popular in Japan.They added:Mikami, Shiori (Yuruyuri: Akari, Attack on Titan: Krista Lenz)Takamori, Natsumi (Sakurasou:Kamiigusa Misaki, Another:Misaki Mei) wow misakisOokubo, Rumi (Acchi Kocchi:Tsumiki, Yuruyuri:Chinatsu)Uesaka, Sumire (Chuunibyou:Dekomori, The idolmaster Cinderella girls:Anastasia)Komatsu, Mikako (Teenage romance comedy SNAFU: Totsuka, Nisekoi:Tsugumi Seishirou).Its not the same as the series before, but it is still good, that I looked forward to it every week.But just telling you guys, the story in the end of each episode is not good, so you can skip those. ifs” for extracurricular activities every episode.Before you guys watch this, there are couple things you should know. First off, this is an anime where the voice actresses fool around, and make you laugh. And was all put into an anime afterwards. Half of what they’re talking about are nonsense girl’s talk, which are adlibs.Since the girls are talking one after another, sometimes they overlap and conflict with other people. Due to that reason, the subtitles doesn’t tell you everything. So if you want to really enjoy this, I would study Japanese and their culture. And what I mean by their culture, the jokes they make sometimes will be things that are popular in Japan right now, and they try to make a parody out of it.The animation style has horrible computer graphics, since the animation is not important.Oh, you should watch Tesagure Bukatsumono first season, since it’s shorter in length with 11 miutes, when this spin-off is 24 minutes long. (Wow I can’t believe the spin-off is longer than the original.) And then, think over if this anime is good enough to take your time.***For people who have seen “Tesagure Bukatsumono”They added 5 more characters of adaption from a nonpopular manga series.And this time, they don’t talk about extracurricular activities, but tries new things. Some are really hilarious like when they play the werewolf game, which is popular in Japan.They added:Mikami, Shiori (Yuruyuri: Akari, Attack on Titan: Krista Lenz)Takamori, Natsumi (Sakurasou:Kamiigusa Misaki, Another:Misaki Mei) wow misakisOokubo, Rumi (Acchi Kocchi:Tsumiki, Yuruyuri:Chinatsu)Uesaka, Sumire (Chuunibyou:Dekomori, The idolmaster Cinderella girls:Anastasia)Komatsu, Mikako (Teenage romance comedy SNAFU: Totsuka, Nisekoi:Tsugumi Seishirou).Its not the same as the series before, but it is still good, that I looked forward to it every week.But just telling you guys, the story in the end of each episode is not good, so you can skip those.']"
