Name,Anime_url,Review
Hua Jianghu: Bu Liang Ren V,https://myanimelist.net/anime/50271/Hua_Jianghu__Bu_Liang_Ren_V,[]
Haou Taikei Ryuu Knight,https://myanimelist.net/anime/1848/Haou_Taikei_Ryuu_Knight,"[""Lord of lords Ryu Knight.It's a show I just happened to bump into while browsing the web and started out of sheer boredom. But I soon came to love it and consider it an all time favorite.Story:The plot is a fairly common one.Evil creatures trying to take over the world and the heroes who try to stop them.Something I liked very much about it was the combination of mechs with swords, old style guns, and even magic, for fighting.At the time I had never before seen a mech show that used magic and swords, all the animes I had seen with mechs were sci-fi.And I...thought/think it was very cool, and that it was pulled off well.A 10 from me for story. ^^Art:(Style)The art style is very similar to Slayers and other series made around the early nineties.Triangular eyes, pointy(ish)feet, etc etc.I use the same art style when I draw, so I obviously like it very much.(Animation)I personally, am a huge fan of all early nineties shows because of the animation.Before computer generated animation became so big, and more importantly, so accessible.(cheap)A 9 for animation from me.Sound/music:The sound effects I'm sure were very good for their time.Though now, over ten years after the show was made, they aren't as impressive.Though I wouldn't say their bad.The music I remember liking while I watched it. After I watched it I bought as much merchandise from the show as I could find, most of which was CDs. And after listening to the music separately from the show I totally fell for it. The music is great! Awesome listening!A 6 on sound and 10 on music, so 8 overall.Character(s):I love all the characters in Ryu Knight.From the dramatic Sarutobi, to the greedy Katze.From the sweet and naive princess, to the evil, misguided Galden.Every character is very different and there are several characters.So no matter what type of person you are, or what type of character you like, you are bound to find a character to love in this series.A 10 for the characters.Enjoyment:I loved this series to death. As I said at the beginning of this review, I started watching the series, which gets off to a...rather slow start, out of boredom.But now it's one of my all time favorites.With it's skillful balance between comedy and drama,I looked forward to the episodes as much as I looked forward to the episodes of Slayers I watched with my sisters when I first started watching anime 7 years ago.A feeling I didn't think I'd get again.So for me personally, it was a hugely enjoyable experience.A 10 for enjoyment. ^^Overall:I will leave you all with this.I remember very few animes I have enjoyed so thoroughly.From the art, to the characters.I enjoyed it all.It is a wonderful mix of all the different aspects of anime.My overall score for it is 10.I would highly recommend it to any anime fan, be they young or old,well watched or new to anime.This is not a series anyone can afford to miss. thought/think it was very cool, and that it was pulled off well.A 10 from me for story. ^^Art:(Style)The art style is very similar to Slayers and other series made around the early nineties.Triangular eyes, pointy(ish)feet, etc etc.I use the same art style when I draw, so I obviously like it very much.(Animation)I personally, am a huge fan of all early nineties shows because of the animation.Before computer generated animation became so big, and more importantly, so accessible.(cheap)A 9 for animation from me.Sound/music:The sound effects I'm sure were very good for their time.Though now, over ten years after the show was made, they aren't as impressive.Though I wouldn't say their bad.The music I remember liking while I watched it. After I watched it I bought as much merchandise from the show as I could find, most of which was CDs. And after listening to the music separately from the show I totally fell for it. The music is great! Awesome listening!A 6 on sound and 10 on music, so 8 overall.Character(s):I love all the characters in Ryu Knight.From the dramatic Sarutobi, to the greedy Katze.From the sweet and naive princess, to the evil, misguided Galden.Every character is very different and there are several characters.So no matter what type of person you are, or what type of character you like, you are bound to find a character to love in this series.A 10 for the characters.Enjoyment:I loved this series to death. As I said at the beginning of this review, I started watching the series, which gets off to a...rather slow start, out of boredom.But now it's one of my all time favorites.With it's skillful balance between comedy and drama,I looked forward to the episodes as much as I looked forward to the episodes of Slayers I watched with my sisters when I first started watching anime 7 years ago.A feeling I didn't think I'd get again.So for me personally, it was a hugely enjoyable experience.A 10 for enjoyment. ^^Overall:I will leave you all with this.I remember very few animes I have enjoyed so thoroughly.From the art, to the characters.I enjoyed it all.It is a wonderful mix of all the different aspects of anime.My overall score for it is 10.I would highly recommend it to any anime fan, be they young or old,well watched or new to anime.This is not a series anyone can afford to miss.""]"
Jue Ji,https://myanimelist.net/anime/39116/Jue_Ji,[]
Hiyokoi (2012),https://myanimelist.net/anime/15895/Hiyokoi_2012,"['I absolutely loved Hiyokoi, so when I had heard that more were soon (or later) to follow I was excited.  I found these today and started to watch.  First of all they are extremely short running at only 1-2 minutes per episode and there are only three.So the story basically follows after Hiyokoi the first special.  The short girl nicknamed chick and the tall boy in an incredibly short amount of time bond and overcome an obstacle.ART:  It almost felt as though they took colorful pictures and flashed them in the screen to show movement.CHARACTER: I really liked...the characters, but if you haven\'t seen the first special you won\'t really know who they are and what they are about.  These three shorts do not give you much insight.  They only give you a slight overview of what you already know about the characters.ENJOYMENT: For as short as they were, I have to say my enjoyment was more than I thought it would be.  It did tend to be a bit cute.  I would say watch it if only for a teaser.OVERALL: My overall experience for this left me questioning, ""why cruel world couldn\'t these be longer!"" I wanted more, and it left me wanting more.  I really don\'t think I could say anymore about these because they are so short.  I look forward to them continuing the show into a full series.  Unfortunately if I gave the scores I did because I was hoping for more, and looking for more. the characters, but if you haven\'t seen the first special you won\'t really know who they are and what they are about.  These three shorts do not give you much insight.  They only give you a slight overview of what you already know about the characters.ENJOYMENT: For as short as they were, I have to say my enjoyment was more than I thought it would be.  It did tend to be a bit cute.  I would say watch it if only for a teaser.OVERALL: My overall experience for this left me questioning, ""why cruel world couldn\'t these be longer!"" I wanted more, and it left me wanting more.  I really don\'t think I could say anymore about these because they are so short.  I look forward to them continuing the show into a full series.  Unfortunately if I gave the scores I did because I was hoping for more, and looking for more.', ""I stumbled upon the first episode and quickly became engrossed in the cute fluffy story line.After the first episode i got the feeling it would be a short anime as everything moved so quickly which was okay it didn't seem rushed, but shortly afterwards I realized the last 2 episodes were only 2ish minutes long, they seemed more like a trailer or something that sums up the episode.There could have been so much more done with this but i assume because of budget cuts they couldn't. I hope this gets another go, the 2nd and 3rd episode was disappointing.This would have been an 8...if  the other episodes followed the first. if  the other episodes followed the first.""]"
Joker Game: Kuroneko Yoru no Bouken,https://myanimelist.net/anime/33129/Joker_Game__Kuroneko_Yoru_no_Bouken,"[""After a thrilling episodic anime, Kuroneko Yoru no Bouken comes like a dessert, keeping the same flavors the previous meals had.The story is meant to be both funny and serious. Given the fact that the MC is a cat, we get to see the 'human' side of the spies from the outside, when they’re not squeezing out their 396.5 IQ solving Enigma's secrets, memorising maps in two seconds or hiding their identity. That’s not all the story has to offer in two short episodes of 4 minutes each. I was pleasantly surprised to feel the same vibes of mystery I felt watching the anime.The...action in Kuroneko Yoru no Bouken happens before Joker Game, during the training of the eight spies.The OP is a shortened version of the original opening; same background music was used to intensify the atmosphere.I enjoyed watching this as much as Joker Game’s best episodes.Overall8/10--Thank you-- action in Kuroneko Yoru no Bouken happens before Joker Game, during the training of the eight spies.The OP is a shortened version of the original opening; same background music was used to intensify the atmosphere.I enjoyed watching this as much as Joker Game’s best episodes.Overall8/10--Thank you--""]"
